id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000170954.10	ZNF415	-8.885282883	1.213561946	7.79E-07	0.000145508
ENSG00000164949.6	GEM	-5.776564368	4.946760593	7.97E-07	0.000148277
ENSG00000172201.9	ID4	-9.926656261	2.20292502	8.09E-07	0.000150009
ENSG00000168907.12	PLA2G4F	6.481347899	1.274114723	8.12E-07	0.000150151
ENSG00000111249.12	CUX2	7.672947426	1.381631387	8.35E-07	0.000154025
ENSG00000082074.14	FYB	6.063353173	3.426382087	8.50E-07	0.000156246
ENSG00000182541.16	LIMK2	2.956974499	6.772203303	9.25E-07	0.000168998
ENSG00000197172.9	MAGEA6	-10.56428911	5.018565412	9.22E-07	0.000168998
ENSG00000073350.12	LLGL2	3.730716941	5.141973387	9.39E-07	0.000171139
ENSG00000132746.13	ALDH3B2	5.3741095	1.028847293	9.62E-07	0.000174258
ENSG00000255330.7	SOGA3	-6.103128714	0.680362438	9.61E-07	0.000174258
ENSG00000112246.8	SIM1	-10.6253672	2.884827266	9.67E-07	0.0001745
ENSG00000196358.9	NTNG2	-7.27232374	2.176010345	9.81E-07	0.000176655
ENSG00000134531.8	EMP1	2.362076583	8.310012988	9.90E-07	0.000176951
ENSG00000170345.8	FOS	3.221028013	4.496390165	9.88E-07	0.000176951
ENSG00000171124.11	FUT3	5.819821239	1.880185883	9.95E-07	0.000176951
ENSG00000280032.1	AP002800.1	7.797030993	-0.042155164	9.94E-07	0.000176951
ENSG00000233901.4	LINC01503	5.699608232	3.317262347	1.05E-06	0.000186268
ENSG00000111913.14	RIPOR2	5.205219258	0.963926051	1.05E-06	0.000186524
ENSG00000183049.11	CAMK1D	-4.875837684	3.566865091	1.06E-06	0.00018675
ENSG00000108691.8	CCL2	-10.82326978	3.077034036	1.07E-06	0.000187561
ENSG00000142871.14	CYR61	-3.337691712	8.934648754	1.11E-06	0.000193998
ENSG00000198756.9	COLGALT2	-6.785431188	2.733130402	1.11E-06	0.000193998
ENSG00000230439.2	AL512488.1	4.865450375	4.43983391	1.13E-06	0.000196365
ENSG00000171649.10	ZIK1	-7.232202059	2.373017791	1.15E-06	0.000199697
ENSG00000110042.6	DTX4	5.048800201	4.797341264	1.17E-06	0.000202782
ENSG00000118523.5	CTGF	-4.944097831	8.320320205	1.19E-06	0.000206278
ENSG00000184292.6	TACSTD2	6.580063006	7.528583859	1.26E-06	0.00021668
ENSG00000188227.11	ZNF793	-5.21922206	2.549534368	1.28E-06	0.000219604
ENSG00000108352.10	RAPGEFL1	3.848074833	5.608173129	1.31E-06	0.000224148
ENSG00000023839.9	ABCC2	4.286977386	4.386281328	1.37E-06	0.000232936
ENSG00000050555.16	LAMC3	-9.164460341	1.472330097	1.37E-06	0.000232936
ENSG00000181126.12	HLA-V	5.119463587	1.299033055	1.37E-06	0.000232936
ENSG00000182492.14	BGN	-9.80537147	8.024878879	1.37E-06	0.000232936
ENSG00000121316.9	PLBD1	-9.812073207	3.534926739	1.40E-06	0.000236047
ENSG00000137747.13	TMPRSS13	6.174302788	1.62900624	1.40E-06	0.000236047
ENSG00000267257.1	AC105105.1	-7.715217586	1.628628536	1.45E-06	0.000243095
ENSG00000087495.15	PHACTR3	5.073444275	2.253699541	1.53E-06	0.000257024
ENSG00000101443.16	WFDC2	9.010705721	5.222090566	1.54E-06	0.000257095
ENSG00000176153.11	GPX2	6.212110997	2.165707771	1.56E-06	0.000259792
ENSG00000155918.6	RAET1L	5.83601464	0.437671054	1.61E-06	0.000267731
ENSG00000125637.14	PSD4	3.48449461	4.879428429	1.69E-06	0.000280097
ENSG00000124762.12	CDKN1A	3.705389262	7.938510112	1.73E-06	0.00028549
ENSG00000115129.12	TP53I3	3.434142694	6.370204178	1.74E-06	0.000286511
ENSG00000170477.11	KRT4	7.377209425	3.917905879	1.76E-06	0.000289235
ENSG00000142973.11	CYP4B1	10.94815376	2.937175453	1.78E-06	0.000291123
ENSG00000112541.12	PDE10A	-10.21767103	2.486412636	1.79E-06	0.00029231
ENSG00000256462.1	AL732437.1	11.68149697	4.657122636	1.82E-06	0.000295974
ENSG00000223547.8	ZNF844	-6.12225021	2.994795704	1.93E-06	0.000313452
ENSG00000128604.17	IRF5	4.039689028	3.590325716	1.95E-06	0.000316266
ENSG00000227674.1	LINC00355	-7.949195274	0.351616925	1.97E-06	0.000318691
ENSG00000136155.15	SCEL	6.8058687	3.844538091	2.10E-06	0.000338109
ENSG00000005249.11	PRKAR2B	-4.395748004	1.145351813	2.10E-06	0.000338191
ENSG00000161642.16	ZNF385A	3.924515134	5.920354563	2.15E-06	0.000344336
ENSG00000157613.9	CREB3L1	-6.018877287	4.88018781	2.17E-06	0.000347229
ENSG00000136867.9	SLC31A2	3.000302032	4.589106663	2.19E-06	0.000349525
ENSG00000229676.2	ZNF492	-6.484099909	1.107141492	2.23E-06	0.000355397
ENSG00000162551.12	ALPL	-8.914613871	1.237915749	2.24E-06	0.000355548
ENSG00000103490.13	PYCARD	5.971617169	3.9756696	2.26E-06	0.000358199
ENSG00000167608.10	TMC4	4.078955041	3.189591206	2.33E-06	0.000368365
ENSG00000110203.7	FOLR3	6.54357548	0.71658163	2.35E-06	0.000369641
ENSG00000137809.15	ITGA11	-8.550804805	5.32969449	2.35E-06	0.000369641
ENSG00000174963.16	ZIC4	-8.305886799	0.668374472	2.41E-06	0.000378025
ENSG00000125089.15	SH3TC1	5.395304658	5.038058088	2.43E-06	0.000379671
ENSG00000153904.17	DDAH1	-3.918413037	6.223221911	2.46E-06	0.000383735
ENSG00000169594.11	BNC1	6.395696423	5.938226508	2.52E-06	0.000391709
ENSG00000118971.6	CCND2	7.071061001	5.774412763	2.64E-06	0.000408878
ENSG00000167772.10	ANGPTL4	4.999272373	7.817134187	2.65E-06	0.000409563
ENSG00000107562.15	CXCL12	-10.81311753	4.709334548	2.66E-06	0.000410205
ENSG00000188112.7	C6orf132	5.168659902	5.175394285	2.67E-06	0.000410205
ENSG00000203722.6	RAET1G	4.90788279	3.227152356	2.70E-06	0.000414436
ENSG00000166770.9	ZNF667-AS1	-8.053668037	2.681589744	2.72E-06	0.000416064
ENSG00000095970.15	TREM2	9.616270845	1.642351951	2.73E-06	0.000416231
ENSG00000101276.13	SLC52A3	5.156549589	1.200345629	2.73E-06	0.000416231
ENSG00000163359.14	COL6A3	-8.812534104	9.547810537	2.75E-06	0.000417498
ENSG00000159173.17	TNNI1	4.004296611	0.862075272	2.83E-06	0.000428525
ENSG00000173156.5	RHOD	5.723308211	6.828739688	2.83E-06	0.000428525
ENSG00000073849.13	ST6GAL1	3.883340861	4.181473543	2.84E-06	0.000428629
ENSG00000184838.13	PRR16	-3.67663623	4.183392466	2.88E-06	0.000432677
ENSG00000237330.2	RNF223	5.636671409	-0.390780841	2.88E-06	0.000432677
ENSG00000197191.4	CYSRT1	4.170123089	3.236156022	2.93E-06	0.00043839
ENSG00000168672.3	FAM84B	3.287019176	5.304804411	3.01E-06	0.000449569
ENSG00000179913.9	B3GNT3	6.140936839	4.366391685	3.16E-06	0.000470574
ENSG00000185697.15	MYBL1	-3.151104552	5.248415864	3.19E-06	0.000473499
ENSG00000214860.4	EVPLL	7.231118974	1.137629144	3.21E-06	0.00047512
ENSG00000178031.14	ADAMTSL1	-8.395239628	3.957653245	3.22E-06	0.000475806
ENSG00000131711.13	MAP1B	-3.804546932	7.401744532	3.30E-06	0.000486079
ENSG00000084207.14	GSTP1	2.419799857	9.903505923	3.51E-06	0.000516318
ENSG00000179178.9	TMEM125	5.037953647	-0.02783865	3.59E-06	0.000527202
ENSG00000275234.1	AC010503.4	4.947693086	-0.145733929	3.61E-06	0.000528334
ENSG00000205609.11	EIF3CL	4.757306725	5.717089384	3.77E-06	0.000551238
ENSG00000021762.18	OSBPL5	2.921450761	5.860780567	3.81E-06	0.000555351
ENSG00000244486.6	SCARF2	-5.95492718	4.637740886	3.85E-06	0.000559875
ENSG00000162745.9	OLFML2B	-6.877222249	4.93271693	4.02E-06	0.000583171
ENSG00000145536.14	ADAMTS16	-5.851853119	1.238653856	4.08E-06	0.000590646
ENSG00000174950.9	CD164L2	6.4698613	-0.219869587	4.09E-06	0.000590646
ENSG00000101265.14	RASSF2	-5.826233582	-0.156741347	4.14E-06	0.00059568
ENSG00000173898.10	SPTBN2	3.33599221	5.709925556	4.17E-06	0.000599677
ENSG00000128165.8	ADM2	-3.603258947	3.544922556	4.33E-06	0.000619985
ENSG00000164694.15	FNDC1	-11.6362682	3.878218468	4.41E-06	0.000631277
ENSG00000148426.11	PROSER2	3.563348575	4.62818221	4.44E-06	0.000632954
ENSG00000164330.15	EBF1	-8.860503528	3.029854374	4.50E-06	0.000639967
ENSG00000267041.4	ZNF850	-3.773850412	3.378441653	4.82E-06	0.000683952
ENSG00000115590.12	IL1R2	5.328387165	1.497049544	4.87E-06	0.000688661
ENSG00000129451.10	KLK10	6.413120749	3.934256635	4.86E-06	0.000688661
ENSG00000004139.12	SARM1	-4.161683042	4.737703973	5.05E-06	0.000712665
ENSG00000204291.9	COL15A1	-8.036441609	2.719105619	5.10E-06	0.000717991
ENSG00000184502.3	GAST	6.867161757	-0.877696095	5.24E-06	0.000734679
ENSG00000089127.11	OAS1	4.609759218	2.761177339	5.34E-06	0.000748094
ENSG00000013588.5	GPRC5A	3.499747257	8.366422084	5.37E-06	0.000750531
ENSG00000105270.13	CLIP3	-5.374674764	4.101461076	5.57E-06	0.000773929
ENSG00000229944.3	EIF4EP2	7.580891865	-0.236604175	5.56E-06	0.000773929
ENSG00000271270.4	TMCC1-AS1	-4.237042622	2.397825243	5.74E-06	0.000796396
ENSG00000238266.1	LINC00707	5.422828719	3.938932555	5.77E-06	0.000798603
ENSG00000230629.2	RPS23P8	7.351821935	2.763033982	5.90E-06	0.000814426
ENSG00000173698.16	ADGRG2	4.034375179	2.07846563	6.04E-06	0.000832712
ENSG00000117152.12	RGS4	-7.753838607	4.048530479	6.09E-06	0.00083641
ENSG00000137767.12	SQOR	3.878516134	6.240558039	6.10E-06	0.00083641
ENSG00000127824.12	TUBA4A	3.753069814	7.992231103	6.34E-06	0.000867638
ENSG00000101977.18	MCF2	5.809598701	1.116469344	6.98E-06	0.000952002
ENSG00000103089.7	FA2H	5.984891536	0.905225057	6.99E-06	0.000952002
ENSG00000167653.4	PSCA	5.533223664	6.33473786	7.06E-06	0.000960087
ENSG00000113430.8	IRX4	5.89487446	4.20010199	7.13E-06	0.000967451
ENSG00000065361.13	ERBB3	3.611733727	3.291852246	7.17E-06	0.000970045
ENSG00000196263.6	ZNF471	-4.551375296	2.109862194	7.27E-06	0.000980923
ENSG00000183486.11	MX2	-6.750864905	1.868820823	7.44E-06	0.001002785
ENSG00000179094.12	PER1	2.845070324	6.55212494	7.59E-06	0.00101751
ENSG00000187243.15	MAGED4B	-7.660921119	3.104976532	7.57E-06	0.00101751
ENSG00000172830.11	SSH3	2.576022843	5.995300842	7.61E-06	0.001017944
ENSG00000184574.8	LPAR5	4.620942287	2.772153203	7.72E-06	0.001030299
ENSG00000114013.14	CD86	8.98411524	1.044085962	7.88E-06	0.001049412
ENSG00000198046.10	ZNF667	-9.526718472	1.819213048	8.02E-06	0.001065887
ENSG00000155307.16	SAMSN1	10.50579368	2.5007163	8.13E-06	0.001078142
ENSG00000163395.15	IGFN1	-8.959022126	5.705256203	8.15E-06	0.001078435
ENSG00000167601.10	AXL	-2.814653292	8.818558232	8.52E-06	0.001125532
ENSG00000198417.6	MT1F	4.709883076	2.849237048	8.57E-06	0.001128814
ENSG00000004799.7	PDK4	6.100288841	2.984400525	8.67E-06	0.001139692
ENSG00000095585.15	BLNK	6.632814228	0.912226584	8.83E-06	0.00115885
ENSG00000204866.7	IGFL2	5.346679832	1.123777884	8.97E-06	0.001174445
ENSG00000056487.14	PHF21B	-6.977679363	1.766784068	9.04E-06	0.001177934
ENSG00000203786.6	KPRP	8.132801995	0.252913582	9.02E-06	0.001177934
ENSG00000150907.6	FOXO1	3.053226636	4.686426561	9.20E-06	0.001197189
ENSG00000243978.7	RTL9	-6.184717152	2.090339871	9.33E-06	0.001210757
ENSG00000114200.8	BCHE	-8.138880217	0.525855278	9.53E-06	0.001234901
ENSG00000125148.6	MT2A	2.606680456	10.10573429	9.63E-06	0.001244173
ENSG00000019169.10	MARCO	6.817341701	0.179812865	9.80E-06	0.001258769
ENSG00000124785.7	NRN1	-9.175069682	1.48316319	9.79E-06	0.001258769
ENSG00000147255.16	IGSF1	-8.281912251	0.658044683	9.77E-06	0.001258769
ENSG00000086570.11	FAT2	5.662983336	6.418641987	1.01E-05	0.001291419
ENSG00000196724.11	ZNF418	-6.960928599	0.885047805	1.02E-05	0.001307174
ENSG00000172716.15	SLFN11	-11.42927908	3.676115951	1.04E-05	0.001318018
ENSG00000259807.1	AC009093.1	-9.949979974	2.227731541	1.03E-05	0.001318018
ENSG00000154736.5	ADAMTS5	-9.390077524	3.851536641	1.06E-05	0.001346801
ENSG00000264301.1	LINC01444	-6.295824328	1.043186165	1.07E-05	0.001355342
ENSG00000128271.18	ADORA2A	-4.401078211	2.353822199	1.07E-05	0.001358688
ENSG00000206073.9	SERPINB4	8.565866101	0.642752852	1.10E-05	0.001387365
ENSG00000054277.11	OPN3	2.670688465	4.686905347	1.10E-05	0.001389435
ENSG00000129757.11	CDKN1C	4.675633327	3.596523563	1.13E-05	0.001415072
ENSG00000172164.12	SNTB1	-6.613481209	3.09240165	1.16E-05	0.001447985
ENSG00000247844.1	CCAT1	8.022734156	1.732513207	1.16E-05	0.001447985
ENSG00000165186.10	PTCHD1	-9.012625665	1.3330869	1.16E-05	0.00145561
ENSG00000256229.6	ZNF486	-8.519304311	0.876952823	1.17E-05	0.001459871
ENSG00000132205.9	EMILIN2	-6.5608499	2.188529541	1.18E-05	0.001469378
ENSG00000164976.8	KIAA1161	2.624106704	4.95705052	1.19E-05	0.001479069
ENSG00000105514.6	RAB3D	2.655765415	6.028009874	1.20E-05	0.001480502
ENSG00000167306.17	MYO5B	3.871970363	4.988595816	1.19E-05	0.001480502
ENSG00000123364.4	HOXC13	3.324519072	3.896450294	1.20E-05	0.001484714
ENSG00000065989.14	PDE4A	-4.111763071	4.947553996	1.23E-05	0.001519567
ENSG00000221867.7	MAGEA3	-10.12947462	4.796170079	1.26E-05	0.001548594
ENSG00000105388.13	CEACAM5	7.614691043	1.285729044	1.27E-05	0.00155397
ENSG00000179954.13	SSC5D	-6.318045706	2.440809569	1.28E-05	0.001573199
ENSG00000162878.11	PKDCC	-3.450693229	2.125352582	1.29E-05	0.001573784
ENSG00000196878.11	LAMB3	3.835554008	9.793830258	1.30E-05	0.001585367
ENSG00000156453.12	PCDH1	4.098310981	6.045508032	1.32E-05	0.001602639
ENSG00000050327.13	ARHGEF5	4.644481726	5.626833337	1.33E-05	0.001619088
ENSG00000146197.8	SCUBE3	-5.340935263	1.851897498	1.34E-05	0.001620078
ENSG00000183580.9	FBXL7	-9.584053906	3.408941606	1.36E-05	0.00164875
ENSG00000081189.12	MEF2C	-7.281700699	2.475661566	1.37E-05	0.001651014
ENSG00000169760.16	NLGN1	-6.18629791	1.914849557	1.38E-05	0.00165775
ENSG00000180287.15	PLD5	5.829940547	3.38477144	1.38E-05	0.00165775
ENSG00000113494.15	PRLR	-5.643643069	1.699585715	1.38E-05	0.001661625
ENSG00000100626.15	GALNT16	-5.311457687	2.125488893	1.40E-05	0.001675487
ENSG00000114993.14	RTKN	2.536023909	5.787870288	1.44E-05	0.001724483
ENSG00000144339.10	TMEFF2	-8.628417005	2.375427074	1.45E-05	0.001724568
ENSG00000148400.9	NOTCH1	2.779869079	7.954634472	1.49E-05	0.001772169
ENSG00000253417.4	LINC02159	7.553631171	-0.264270765	1.50E-05	0.001780211
ENSG00000147234.9	FRMPD3	-4.905050056	0.481969822	1.52E-05	0.001806859
ENSG00000132164.8	SLC6A11	5.239332801	3.587314847	1.60E-05	0.001888839
ENSG00000158023.8	WDR66	4.162228764	3.723579681	1.62E-05	0.001910897
ENSG00000187017.13	ESPN	5.794277085	2.238107069	1.62E-05	0.001914262
ENSG00000151892.13	GFRA1	-10.66027679	4.424457246	1.64E-05	0.001925773
ENSG00000225206.5	MIR137HG	-5.326988803	3.157159557	1.64E-05	0.001927923
ENSG00000159527.3	PGLYRP3	8.788317863	0.823650396	1.67E-05	0.001954426
ENSG00000203930.9	LINC00632	-5.552668742	0.294236061	1.67E-05	0.001954426
ENSG00000170873.17	MTSS1	3.264822853	4.797322058	1.68E-05	0.001960369
ENSG00000170423.11	KRT78	5.692301199	0.278445291	1.70E-05	0.001977692
ENSG00000233098.7	CCDC144NL-AS1	-9.898181208	2.176808912	1.70E-05	0.001981872
ENSG00000168824.13	AC110814.1	6.001610265	3.231127253	1.71E-05	0.001988601
ENSG00000086544.2	ITPKC	2.53782028	5.69233007	1.72E-05	0.001991042
ENSG00000108821.12	COL1A1	-5.099521658	10.62035249	1.75E-05	0.002024743
ENSG00000120055.7	C10orf95	3.76232226	0.73775521	1.76E-05	0.002032014
ENSG00000137752.21	CASP1	4.052603106	2.831075758	1.76E-05	0.00203214
ENSG00000129946.9	SHC2	-7.795851303	2.483586015	1.77E-05	0.002037573
ENSG00000143452.14	HORMAD1	-9.503426445	1.799102009	1.78E-05	0.002040461
ENSG00000175567.7	UCP2	-6.537751741	4.493267679	1.78E-05	0.002041626
ENSG00000231870.4	KRT17P3	6.778198798	-0.940183589	1.82E-05	0.002083327
ENSG00000154553.12	PDLIM3	-6.285478862	0.931288246	1.84E-05	0.002096827
ENSG00000188373.4	C10orf99	12.15761798	4.133431288	1.85E-05	0.002103522
ENSG00000142303.12	ADAMTS10	-7.830789806	2.523393034	1.86E-05	0.002111623
ENSG00000237989.1	LINC01679	7.119590244	0.335214143	1.87E-05	0.0021252
ENSG00000111186.11	WNT5B	-4.183679074	4.945870053	1.94E-05	0.002189452
ENSG00000176293.18	ZNF135	-9.962646765	2.235607746	1.94E-05	0.002189452
ENSG00000268460.1	AC006262.1	4.632119207	0.432033938	1.94E-05	0.002189512
ENSG00000056998.17	GYG2	-8.895798292	1.226059323	1.96E-05	0.002201362
ENSG00000183111.10	ARHGEF37	4.062688708	4.503791258	1.95E-05	0.002201362
ENSG00000125910.5	S1PR4	5.832575	-0.75064861	1.97E-05	0.002213488
ENSG00000116132.10	PRRX1	-6.397564603	5.041674275	1.99E-05	0.002229627
ENSG00000138675.15	FGF5	-6.810889845	5.267843965	2.03E-05	0.002273812
ENSG00000163874.8	ZC3H12A	2.842196799	5.499890164	2.04E-05	0.002281455
ENSG00000169509.5	CRCT1	7.597047697	-0.343791121	2.08E-05	0.002318304
ENSG00000101096.18	NFATC2	-3.940014521	2.776170988	2.11E-05	0.002347132
ENSG00000204442.3	FAM155A	-10.15325445	2.424413885	2.16E-05	0.002402445
ENSG00000144045.12	DQX1	4.908229287	2.054029142	2.17E-05	0.002402649
ENSG00000267069.1	AP005264.1	6.044688213	-1.436205196	2.19E-05	0.002420821
ENSG00000079841.17	RIMS1	-7.360843538	-0.155840004	2.20E-05	0.00242386
ENSG00000178462.10	TUBAL3	4.905439785	-0.138339564	2.20E-05	0.00242386
ENSG00000186019.10	AC021092.1	-7.9792364	0.388504195	2.20E-05	0.00242386
ENSG00000115461.4	IGFBP5	-8.857622034	6.397336156	2.24E-05	0.002450386
ENSG00000167183.2	PRR15L	5.794883927	2.10441117	2.24E-05	0.002450386
ENSG00000278921.2	EPB41L4A-AS2	6.95817799	-0.743272951	2.27E-05	0.002477843
ENSG00000204381.10	LAYN	-7.718454123	2.287976867	2.31E-05	0.002524253
ENSG00000027075.12	PRKCH	2.731620151	3.260124896	2.32E-05	0.002525585
ENSG00000101004.13	NINL	-4.277181312	3.631751321	2.36E-05	0.00256884
ENSG00000140538.15	NTRK3	-9.489470827	3.087133289	2.42E-05	0.00262611
ENSG00000177191.2	B3GNT8	4.875676161	0.653991223	2.42E-05	0.00262611
ENSG00000225968.6	ELFN1	-9.124745824	3.037114043	2.45E-05	0.002653842
ENSG00000169946.12	ZFPM2	-5.263934842	1.260166529	2.52E-05	0.002722021
ENSG00000163347.5	CLDN1	4.100418045	5.894751484	2.53E-05	0.002731778
ENSG00000121413.11	ZSCAN18	-7.76687929	4.060113318	2.55E-05	0.002743623
ENSG00000141579.6	ZNF750	5.573557413	1.848410868	2.56E-05	0.002750366
ENSG00000139173.8	TMEM117	3.979919063	1.578458697	2.60E-05	0.002792032
ENSG00000163017.12	ACTG2	-6.683792143	3.946263221	2.62E-05	0.002803408
ENSG00000130762.13	ARHGEF16	3.794080862	3.912786245	2.63E-05	0.002815385
ENSG00000137648.15	TMPRSS4	5.198719256	1.592596589	2.66E-05	0.002833727
ENSG00000158769.16	F11R	3.402949994	6.475756467	2.71E-05	0.002881053
ENSG00000142173.13	COL6A2	-6.808680062	9.136694421	2.72E-05	0.002893888
ENSG00000180543.4	TSPYL5	-10.42575565	5.093940143	2.73E-05	0.002898722
ENSG00000249641.2	HOXC13-AS	4.868229873	1.576414273	2.74E-05	0.002899913
ENSG00000213846.4	AC098614.1	-7.164818693	-0.313914598	2.76E-05	0.002913814
ENSG00000214822.7	KRT16P3	5.388837013	0.310418458	2.76E-05	0.002913814
ENSG00000165379.12	LRFN5	-8.540223976	0.882196581	2.79E-05	0.002933111
ENSG00000181284.2	TMEM102	3.083899143	4.019212141	2.78E-05	0.002933111
ENSG00000182782.7	HCAR2	6.242562327	1.481160353	2.79E-05	0.002933111
ENSG00000099337.4	KCNK6	3.537368834	4.410418254	2.86E-05	0.002996408
ENSG00000149972.9	CNTN5	-8.168299035	0.558136639	2.93E-05	0.003061422
ENSG00000198732.9	SMOC1	4.922452001	4.111318033	2.96E-05	0.003093906
ENSG00000135477.10	KRT87P	7.593844008	2.3531362	2.97E-05	0.00309954
ENSG00000075673.10	ATP12A	6.529071483	1.459875226	2.98E-05	0.003105284
ENSG00000001561.6	ENPP4	-4.350023069	1.613422701	3.00E-05	0.003113934
ENSG00000101670.10	LIPG	3.84023179	4.881660359	3.00E-05	0.003113934
ENSG00000179300.3	RTL3	-7.225675201	-0.273125404	3.02E-05	0.003124489
ENSG00000278594.1	AL589182.2	-8.067830598	0.44241842	3.07E-05	0.003168941
ENSG00000175793.11	SFN	4.476830535	8.983133657	3.09E-05	0.003194075
ENSG00000112183.13	RBM24	-4.850673416	3.014316414	3.12E-05	0.003214214
ENSG00000125848.9	FLRT3	5.208040711	5.728965419	3.17E-05	0.003260587
ENSG00000138650.8	PCDH10	-7.462111793	3.703351705	3.25E-05	0.003339549
ENSG00000163701.17	IL17RE	3.788291518	3.657009388	3.31E-05	0.003384531
ENSG00000204019.4	CT83	-8.410836589	0.774612088	3.30E-05	0.003384531
ENSG00000116741.7	RGS2	2.872852694	4.101613515	3.37E-05	0.003445362
ENSG00000243896.3	OR2A7	4.197761073	0.427889315	3.42E-05	0.003483131
ENSG00000007372.19	PAX6	-4.59049644	2.826558405	3.44E-05	0.00349533
ENSG00000111012.8	CYP27B1	3.1024672	3.006650936	3.44E-05	0.00349533
ENSG00000189184.10	PCDH18	-5.334096798	3.192204073	3.46E-05	0.003512784
ENSG00000229953.1	AL590666.2	4.470027182	1.176549882	3.49E-05	0.003537181
ENSG00000105699.15	LSR	3.683172359	7.030405266	3.53E-05	0.003574236
ENSG00000103888.14	CEMIP	-5.026216653	5.842889666	3.59E-05	0.00361708
ENSG00000171827.9	ZNF570	-5.182544414	1.551150443	3.59E-05	0.00361708
ENSG00000139219.16	COL2A1	6.903705857	1.435290417	3.61E-05	0.003632251
ENSG00000152463.13	OLAH	6.957527497	2.344178269	3.67E-05	0.003691032
ENSG00000108602.16	ALDH3A1	4.7031078	5.433933289	3.76E-05	0.003758621
ENSG00000117676.12	RPS6KA1	2.294319527	6.530295945	3.76E-05	0.003758621
ENSG00000184363.8	PKP3	3.562170654	7.202513675	3.76E-05	0.003758621
ENSG00000184486.8	POU3F2	-7.944447619	0.348410806	3.78E-05	0.003777373
ENSG00000110328.5	GALNT18	2.572202306	4.624622779	3.79E-05	0.003780371
ENSG00000164619.7	BMPER	-6.677480493	2.326183335	3.83E-05	0.003812129
ENSG00000105141.5	CASP14	8.654030925	5.098564884	3.85E-05	0.003824066
ENSG00000169583.12	CLIC3	4.857845558	2.136282268	3.87E-05	0.003832335
ENSG00000188487.10	INSC	4.927941573	1.517103535	3.89E-05	0.003845774
ENSG00000131398.12	KCNC3	-10.00232895	2.267251112	3.98E-05	0.003938038
ENSG00000205592.12	MUC19	5.907781802	0.240827017	4.02E-05	0.003967362
ENSG00000253368.3	TRNP1	3.607210048	4.260211731	4.06E-05	0.003995694
ENSG00000139329.4	LUM	-8.518871713	4.122857369	4.11E-05	0.004037783
ENSG00000106004.4	HOXA5	3.592353942	2.616508888	4.14E-05	0.004063062
ENSG00000168427.8	KLHL30	3.653434588	0.016368937	4.18E-05	0.004098591
ENSG00000167768.4	KRT1	7.978690688	0.083046881	4.19E-05	0.004103304
ENSG00000242852.5	ZNF709	-5.979919777	0.656159315	4.21E-05	0.004116956
ENSG00000144868.12	TMEM108	-8.766702406	1.102270941	4.30E-05	0.004191395
ENSG00000134574.10	DDB2	2.309141168	5.800144779	4.41E-05	0.004290467
ENSG00000137507.10	LRRC32	-10.41909572	2.681808487	4.41E-05	0.004290467
ENSG00000259660.2	DNM1P47	-9.030406976	1.336100443	4.46E-05	0.004327658
ENSG00000143126.7	CELSR2	3.313231354	5.623706225	4.48E-05	0.004339679
ENSG00000168779.18	SHOX2	-3.09439432	3.474410181	4.49E-05	0.004341661
ENSG00000170396.7	ZNF804A	-8.331341766	0.69741447	4.50E-05	0.004346413
ENSG00000183850.12	ZNF730	-7.196591603	-0.286012004	4.53E-05	0.004366525
ENSG00000147036.10	LANCL3	3.594991918	0.588879102	4.58E-05	0.004412171
ENSG00000253731.2	PCDHGA6	-4.458530041	2.825689345	4.62E-05	0.004438934
ENSG00000105289.13	TJP3	4.92943196	1.646431455	4.64E-05	0.004457483
ENSG00000206190.10	ATP10A	-8.576511638	2.80094048	4.67E-05	0.004480074
ENSG00000163947.10	ARHGEF3	2.539232952	4.4440757	4.68E-05	0.004480425
ENSG00000178343.4	SHISA3	-9.915901966	2.191065928	4.76E-05	0.004538845
ENSG00000198930.11	CSAG1	-9.29933842	1.599264073	4.75E-05	0.004538845
ENSG00000115009.10	CCL20	6.063462666	1.431879442	4.78E-05	0.00455074
ENSG00000165548.9	TMEM63C	4.278545562	4.86980751	4.84E-05	0.004598959
ENSG00000269741.4	AC011473.4	8.083507264	1.407680101	4.85E-05	0.004604656
ENSG00000101638.12	ST8SIA5	-4.399974405	-0.001539669	4.87E-05	0.00461308
ENSG00000184058.11	TBX1	-6.390712151	1.769602149	4.96E-05	0.004695605
ENSG00000196437.9	ZNF569	-5.278591303	2.402861861	5.03E-05	0.004756295
ENSG00000027869.10	SH2D2A	6.051769195	3.044928975	5.04E-05	0.004759384
ENSG00000029534.18	ANK1	-3.407896711	4.047896571	5.20E-05	0.004898257
ENSG00000137462.6	TLR2	7.605330723	2.998383508	5.26E-05	0.004944506
ENSG00000165323.14	FAT3	-6.913516657	1.80428211	5.28E-05	0.004960434
